,tendencia,explicación,url,media,time,suceso
129,Talleres,Porque clasificó a los cuartos de la #CopaDeLaLiga,https://t.co/3vjDFN0Hgf,https://pbs.twimg.com/media/E0-2IU8XMAUn0kv.jpg,09/05/2021 23:10:34,deportivo
130,Espinoza,Porque terminó el partido entre Lanús y Talleres un minuto antes y luego lo reanudó,https://t.co/rQrfWFmbWn,https://pbs.twimg.com/media/E0-z8xNWYAISYPg.jpg,09/05/2021 23:03:24,deportivo
131,Joel,Porque anunció que deja CNCO,https://t.co/2JiSGUmkJh,https://pbs.twimg.com/media/E0-klNxWYAUEvQE.jpg,09/05/2021 21:53:55,aislado
132,Sevilla,Porque igualó con Real Madrid en #LaLiga,https://t.co/DeeRPtGZ5Y,https://pbs.twimg.com/media/E0-ZJpBXsAEigym.jpg,09/05/2021 21:03:57,deportivo
133,Dabove,Porque dejó de ser el director técnico de San Lorenzo,https://t.co/0rTApRv5aV,https://pbs.twimg.com/media/E0-S5OGXEAA4YAh.jpg,09/05/2021 20:36:37,deportivo
134,AndateTinelli,Por el pedido para que Marcelo Tinelli deje de ser el presidente de San Lorenzo,https://t.co/ldNDtzm43w,https://pbs.twimg.com/media/E0-Euh2WUAMFj46.jpg,09/05/2021 19:34:43,deportivo
135,Racing,Porque venció a San Lorenzo y clasificó a los cuartos de la #CopaDeLaLiga,https://t.co/JQJsnGVPFJ,https://pbs.twimg.com/media/E0-DuHwXsAET3q-.jpg,09/05/2021 19:30:19,deportivo
136,VamosRiver,Porque derrotó a Aldosivi y clasificó a los cuartos de la #CopaDeLaLiga,https://t.co/InEwatqtLW,https://pbs.twimg.com/media/E0-DCwnWYAYVxHp.jpg,09/05/2021 19:27:22,deportivo
137,Benvenuti,Por su victoria en el #TCenParaná,https://t.co/9FqZwDLW8n,https://pbs.twimg.com/ext_tw_video_thumb/1391441312193384451/pu/img/PIO0mlpKV8TyV-fI.jpg,09/05/2021 17:18:38,deportivo
138,EnzoPérez,Porque fue desafectado de la convocatoria para el partido de River ante Aldosivi debido a un síndrome gastrointestinal,https://t.co/CfkIOeizaw,https://pbs.twimg.com/media/E09k2i8X0AE78X1.jpg,09/05/2021 17:15:27,deportivo
139,Quino,Por la historieta editada que publicó @LanaMontalban,https://t.co/9EcyTc3uHx,https://pbs.twimg.com/media/E09Y3E_XMAAfGx5.jpg,09/05/2021 16:23:05,aislado
140,Hamilton,Porque ganó el #SpanishGP de la #F1,https://t.co/9NhmoTZvd6,https://pbs.twimg.com/media/E09Dew9XEAI38ki.jpg,09/05/2021 14:49:39,deportivo
141,Portugal,Por la llegada de Alberto Fernández a ese país,https://t.co/bU330Q0WaB,https://pbs.twimg.com/media/E081wZOXsAEp193.jpg,09/05/2021 13:49:42,político
142,MarcosPeña,Por las declaraciones de Diego Cabot en #LaNocheDeML,https://t.co/IPceAOMpvJ,https://pbs.twimg.com/ext_tw_video_thumb/1391389465772449792/pu/img/Mvi_v55dW7lQ4eDm.jpg,09/05/2021 13:49:16,mediático
143,Índico,Porque reportan que los restos del cohete chino #LongMarch5B cayeron en ese océano,https://t.co/hH0UtpF8Na,https://pbs.twimg.com/media/E06yES4XEAApfC6.jpg,09/05/2021 4:14:20,aislado
144,Canelo,Porque venció a Billy Saunders,https://t.co/8HEy0TEFpw,https://pbs.twimg.com/media/E06xjJqWUAoI3q5.jpg,09/05/2021 4:12:04,deportivo
145,Westbrook,Por su partido ante Indiana Pacers en la #NBA,https://t.co/fMSD23Fwj4,https://pbs.twimg.com/media/E06QSS8UUAQFICh.jpg,09/05/2021 1:53:18,deportivo
146,AbelPintos,Porque dio positivo de #COVID19,https://t.co/xHg8Sq6qxw,https://pbs.twimg.com/media/E05qn_AXoAAJRRN.jpg,08/05/2021 23:02:12,covid
147,Orfila,Porque dejó de ser el entrenador de Belgrano,https://t.co/aK16J6Uywa,https://pbs.twimg.com/media/E05qHtvXMAYWGKW.jpg,08/05/2021 23:00:00,deportivo
148,Patronato,Porque derrotó a Boca en la #CopaDeLaLiga,https://t.co/VFYkgTCP7I,https://pbs.twimg.com/media/E05o8UzXsAUZXcu.jpg,08/05/2021 22:54:51,deportivo
149,AventuraMall,Porque reportan un tiroteo en ese centro comercial de Florida,https://t.co/pydjVs0ieq,https://pbs.twimg.com/media/E05ogncXEAE80WF.jpg,08/05/2021 22:52:57,trágico
150,Vélez,Porque venció a Gimnasia en la #CopaDeLaLiga,https://t.co/HGQy0da6cQ,https://pbs.twimg.com/media/E05HpZvWYAIWTd4.jpg,08/05/2021 20:29:22,deportivo
151,Bundesliga,Porque Bayern Munich se consagró campeón de su temporada 2020/21,https://t.co/Tp8UgDIJAZ,https://pbs.twimg.com/media/E04NVbmX0AYPvgA.jpg,08/05/2021 16:14:37,deportivo
152,Atlético,Porque igualó con Barcelona en #LaLiga,https://t.co/bQwi6tbseT,https://pbs.twimg.com/media/E04MYE8XEAQYiDH.jpg,08/05/2021 16:10:25,deportivo
153,Hamilton,Porque consiguió la pole position en el #SpanishGP y la número 100 en su carrera,https://t.co/3jOheeUXhc,https://pbs.twimg.com/media/E032DqxXMAUUYWQ.jpg,08/05/2021 14:32:54,deportivo
154,Leeds,Porque venció a Tottenham en la #PremierLeague,https://t.co/HGiohK9xOJ,https://pbs.twimg.com/media/E03ryPFWQAMYUXR.jpg,08/05/2021 13:48:01,deportivo
155,Gioja,Por el tweet que publicó,https://t.co/OMuBmMaeYD,https://pbs.twimg.com/media/E03roN5XMAMJ99i.jpg,08/05/2021 13:47:20,político
156,Caloi,Porque se cumplen 9 años desde su fallecimiento,https://t.co/2PshvAaxbU,https://pbs.twimg.com/media/E03rinuWEAIdRq5.jpg,08/05/2021 13:46:57,conmemorativo
157,TommyLee,Porque se conocieron las primeras imágenes de Sebastian Stan interpretándolo en la serie #PamAndTommy,https://t.co/Oji3xaJPdw,https://pbs.twimg.com/media/E00t1o2X0AcpT6o.jpg,07/05/2021 23:58:08,artístico
158,LilyJames,Porque se conocieron sus primeras imágenes interpretando a Pamela Anderson en la serie #PamAndTommy,https://t.co/RvHfsLQsXR,https://pbs.twimg.com/media/E00kNJxWEAAcIRT.jpg,07/05/2021 23:16:03,artístico
159,BrujoManuel,Porque informan que falleció,https://t.co/mNOL41CBe1,https://pbs.twimg.com/media/E00iPcgWQAYOd7E.jpg,07/05/2021 23:07:28,deportivo
160,TarjetaAlimentar,Porque se anunció la ampliación de su cobertura,https://t.co/KBfovNHxgl,https://pbs.twimg.com/ext_tw_video_thumb/1390795027635392514/pu/img/lh_ieayuGwv6ykmL.jpg,07/05/2021 23:07:17,político
161,Mesaza,Por los comentarios sobre los próximos invitados a #LaNocheDeML,https://t.co/KIQvxftFdD,https://pbs.twimg.com/media/E00bMCJXIAA1C3_.jpg,07/05/2021 22:36:40,mediático
162,SiArgentina,Por las declaraciones de Florencia Cahn en #RuletaRusa,https://t.co/tTlRmnolTw,https://pbs.twimg.com/ext_tw_video_thumb/1390797589159849988/pu/img/ZWGviubMOSYkwPZQ.jpg,07/05/2021 22:36:08,mediático
163,Gardel,Porque se conocieron las nominaciones para los #Gardel2021,https://t.co/R8TWWJEK50,https://pbs.twimg.com/media/E0zvUzcXsAUqZBi.jpg,07/05/2021 19:25:04,artístico
164,Licencia,Porque Estela Regidor decidió pedir licencia a su banca como diputada,https://t.co/if7FBCUoI2,https://pbs.twimg.com/media/E0zl_MRXsAsRtgH.png,07/05/2021 18:44:13,político
165,LucasBarrios,Porque en #Superfutbol aseguraron que Boca podría incorporarlo,https://t.co/0yszKcbfmg,https://pbs.twimg.com/media/E0zg9uzXMAQ7r3m.jpg,07/05/2021 18:22:16,deportivo
166,SilvinaFlores,Porque informan que la vicedirectora de la 'Escuela Dr. Pedro A. Torres' falleció por #COVID19,https://t.co/SSTvz9ipKD,https://pbs.twimg.com/media/E0zgotkWYAEHntc.jpg,07/05/2021 18:20:50,covid
167,Thauvin,Porque es nuevo jugador de Tigres,https://t.co/SVduESGodt,https://pbs.twimg.com/media/E0zbro1XsAYV1jv.jpg,07/05/2021 17:59:12,deportivo
168,Zverev,Porque venció a Rafael Nadal y avanzó a semifinales del #MMOPEN,https://t.co/OHMNVzJG11,https://pbs.twimg.com/media/E0y3IBOXMAEMots.jpg,07/05/2021 15:19:28,deportivo
169,Milton,Por el comentario publicado en una clase,https://t.co/FtpQWsSHKT,https://pbs.twimg.com/media/E0y2QRCXMAQIItl.jpg,07/05/2021 15:15:40,aislado
170,DelfiFerrari,Por el nacimiento de su hija,https://t.co/RBqwdXC9Ni,https://pbs.twimg.com/media/E0y2KssWYAIM9vj.jpg,07/05/2021 15:15:17,aislado
171,INADI,Por su publicación en Instagram,https://t.co/JOvuDy7sFh,https://pbs.twimg.com/media/E0yvoIQWYAo3xlq.jpg,07/05/2021 14:46:42,político
172,EstelaRegidor,Por audios difundidos en LN+,https://t.co/J5xJsuirxK,https://pbs.twimg.com/ext_tw_video_thumb/1390678652141121536/pu/img/0Py1k8hKnrJsPXjf.jpg,07/05/2021 14:46:22,político
173,EvaPerón,Porque se cumplen 102 años desde su nacimiento,https://t.co/d8ngsddtEm,https://pbs.twimg.com/media/E0yvdb1XMAAxJY9.jpg,07/05/2021 14:45:59,conmemorativo
174,PabloCalvo,Porque informan que falleció a sus 53 años,https://t.co/rXKX4KYMKn,https://pbs.twimg.com/media/E0yvUBSWYAA1Nci.jpg,07/05/2021 14:45:20,trágico
175,Gremio,Por su victoria ante Aragua en la fase de grupos de la #Sudamericana,https://t.co/CMNMhAph0W,https://pbs.twimg.com/media/E0vm0ISXMAMg4ur.jpg,07/05/2021 0:09:21,deportivo
176,ArgentinosJuniors,Porque derrotó a Atlético Nacional en la fase de grupos de la #Libertadores,https://t.co/3X09lOmfV9,https://pbs.twimg.com/media/E0vkMbTXoAE85mw.jpg,06/05/2021 23:57:54,deportivo
177,AlwaysReady,Porque venció a Deportivo Táchira en la fase de grupos de la #Libertadores,https://t.co/Kno7u8ww1r,https://pbs.twimg.com/media/E0vjxe7XIAA_Z3c.jpg,06/05/2021 23:56:04,deportivo
178,UnVeleroLlamadoLibertad,Por la nueva canción de Carlos Rivera y José Luis Perales,https://t.co/C9WK7u7Cox,https://pbs.twimg.com/media/E0vjhXtXIAMqzmW.jpg,06/05/2021 23:54:58,artístico
179,MarceloVázquez,Porque es el nuevo director técnico de Instituto,https://t.co/07MYYmZJog,https://pbs.twimg.com/media/E0vKVSNXoAEJ5SB.jpg,06/05/2021 22:04:54,deportivo
180,EuropaLeague,Porque Villarreal y Manchester United clasificaron a la final de la #UEL,https://t.co/SgfWPwkMp8,https://pbs.twimg.com/media/E0u8darWYAUBDOg.jpg,06/05/2021 21:04:18,deportivo
181,Toty,Porque @TotyFlores contó que dio positivo de #COVID19,https://t.co/1LjxVFP8hM,https://pbs.twimg.com/media/E0uvZalXIAEhqCk.jpg,06/05/2021 20:07:13,covid
182,HumbertoMaturana,Porque informan que murió a sus 92 años,https://t.co/a0zBzHajQw,https://pbs.twimg.com/media/E0uvSzIX0AEWJxH.jpg,06/05/2021 20:06:46,trágico
183,UniónEuropea,Porque anunció su disposición a discutir la propuesta de Estados Unidos para liberar las patentes de las vacunas contra el #COVID19,https://t.co/GR6KCZos1O,https://pbs.twimg.com/ext_tw_video_thumb/1390317630813310977/pu/img/ocxhL8IfxupgepKu.jpg,06/05/2021 14:52:41,covid
184,StrangerThings,Por el nuevo avance de su cuarta temporada,https://t.co/udJrvG11Au,https://pbs.twimg.com/media/E0tOszTXIAMzAcX.jpg,06/05/2021 14:35:02,artístico
185,Paulina,Por una respuesta que dio en Instagram,https://t.co/VAAal7SqeV,https://pbs.twimg.com/ext_tw_video_thumb/1390313989826093057/pu/img/I9MSKeHneGIwrbfv.jpg,06/05/2021 14:34:35,aislado
186,AstraZeneca,"Porque Carla Vizzotti anunció la llegada de 861 mil dosis de su vacuna contra el #COVID19, adquiridas mediante el mecanismo COVAX",https://t.co/kyURx09qDv,https://pbs.twimg.com/ext_tw_video_thumb/1390312497345880074/pu/img/Zi_nIzaPeUAte854.jpg,06/05/2021 14:28:34,covid
187,SputnikLight,Porque la vacuna #Sputnik de dosis única fue registrada en Rusia,https://t.co/dVBQl0IMa7,https://pbs.twimg.com/media/E0tZTPbVgAkXlkA.jpg,06/05/2021 13:51:04,covid
188,SigmundFreud,Porque se cumplen 165 años desde su nacimiento,https://t.co/Gtq2BDjtbB,https://pbs.twimg.com/media/E0tQ4npWQAUo8Di.jpg,06/05/2021 13:14:18,conmemorativo
189,Blancanieves,Por un artículo de SFGATE que critica la inclusión del 'beso sin consentimiento' en la nueva versión de su atracción en #Disneyland,https://t.co/kg0juKDbFh,https://pbs.twimg.com/media/E0tQy9iXMAQUnC_.jpg,06/05/2021 13:13:54,artístico
190,CarlosGriguol,Porque informan que falleció a sus 86 años,https://t.co/sbarNqtEOv,https://pbs.twimg.com/media/E0tQlnSWYAEz9A3.jpg,06/05/2021 13:13:00,trágico
191,Campazzo,Por su partido ante New York Knicks en la #NBA,https://t.co/YdrHw8h0LA,https://pbs.twimg.com/amplify_video_thumb/1390152847438880770/img/sIxhdIu11rZzLD0H.jpg,06/05/2021 4:03:37,deportivo
192,DiegoRamos,Por su cruce con Angela Lerena en #TVNostra,https://t.co/S0SfoZ3Rcc,https://pbs.twimg.com/ext_tw_video_thumb/1390134624148406278/pu/img/VlGFYJT1yGwsqZhL.jpg,06/05/2021 2:42:37,mediático
193,VamosTalleres,Por su victoria ante Red Bull Bragantino en la fase de grupos de la #Sudamericana,https://t.co/HfrD6m4K1r,https://pbs.twimg.com/media/E0q96xyXsAEQ1P_.jpg,06/05/2021 2:32:11,deportivo
194,Huachipato,Porque igualó con Rosario Central en la fase de grupos de la #Sudamericana,https://t.co/CCRsfdT00F,https://pbs.twimg.com/media/E0qgGmnX0AYyVvj.jpg,06/05/2021 0:21:55,deportivo
195,SaoPaulo,Porque empató con Racing en la fase de grupos de la #Libertadores,https://t.co/OKXND0CHyL,https://pbs.twimg.com/media/E0qauWBX0AARgH9.jpg,05/05/2021 23:58:25,deportivo
196,Chelsea,Porque eliminó a Real Madrid y jugará la final de la #UCL ante Manchester City,https://t.co/3jp8VB35uR,https://pbs.twimg.com/media/E0pxBQcWYA0GneL.jpg,05/05/2021 20:56:13,deportivo
197,QuiqueWolff,Porque relató en la #CHAMPIONSxESPN debido a problemas técnicos de Miguel Simón,https://t.co/7bZ4Xt5z8h,https://pbs.twimg.com/ext_tw_video_thumb/1390028727149633542/pu/img/nOQEvo6mYvqoHUXQ.jpg,05/05/2021 19:41:48,deportivo
198,LucaVildoza,Porque confirman que será jugador de New York Knicks,https://t.co/YfdSNFkniJ,https://pbs.twimg.com/media/E0E3ksWXIAY9DuG.jpg,05/05/2021 18:19:08,deportivo
199,Galtieri,Por quienes recuerdan su frase sobre la Guerra de Malvinas tras las declaraciones de Mario Secco,https://t.co/hjdbVSeb4A,https://pbs.twimg.com/ext_tw_video_thumb/1390000661438291969/pu/img/ACAY-6MAAZZe7zTF.jpg,05/05/2021 17:49:30,político
200,Dalas,Por tweets que publicó @DalasReview,https://t.co/y6FJ4H4vgg,https://pbs.twimg.com/media/E0pBleIXMAcvOa3.jpg,05/05/2021 17:28:59,político
201,Andrada,Por las declaraciones de su esposa Nerina Galasso en #Superfutbol,https://t.co/5nEIA5sK72,https://pbs.twimg.com/ext_tw_video_thumb/1389990421061849089/pu/img/V144xSFcn1WYCIP7.jpg,05/05/2021 17:09:35,deportivo
202,HenryCavill,Porque cumple 38 años,https://t.co/9Yac59SeuC,https://pbs.twimg.com/media/E0ooS2OXEAMePPs.jpg,05/05/2021 15:38:28,conmemorativo
203,NapoleónBonaparte,Porque se cumplen 200 años desde su muerte,https://t.co/bQYlqp9fpO,https://pbs.twimg.com/media/E0oftLiXoAArj_r.jpg,05/05/2021 15:00:57,conmemorativo
204,TACC,Porque hoy es el #DiaInternacionalDeLaCeliaquia,https://t.co/A2A6YR2SAH,https://pbs.twimg.com/media/E0oflNrXEAA8klf.jpg,05/05/2021 15:00:24,conmemorativo
205,StevenSeagal,Por su reunión con Nicolás Maduro,https://t.co/fgzyLW7KNd,https://pbs.twimg.com/media/E0oQssvXMAMtGHU.jpg,05/05/2021 13:55:22,político
206,Sinopharm,Por el acuerdo para la producción de su vacuna contra el #COVID19 en Argentina,https://t.co/3rpPo3MTLH,https://pbs.twimg.com/media/E0oQfFRXMAUFoTZ.png,05/05/2021 13:54:27,covid
207,Independiente,Porque empató con Bahia en la fase de grupos de la #Sudamericana,https://t.co/XxWHDseM9G,https://pbs.twimg.com/media/E0lVLQxWEAQCv2-.jpg,05/05/2021 0:16:05,deportivo
208,Niembro,Por su regreso como comentarista en la #SUDAMERICANAxESPN,https://t.co/8NsVA9X0AL,https://pbs.twimg.com/media/E0k4RdTXEAQOyRr.jpg,04/05/2021 22:09:48,deportivo
209,PabloIglesias,Porque anunció que deja la política,https://t.co/GeM0FeAsLB,https://pbs.twimg.com/amplify_video_thumb/1389693801606705156/img/RHGtnPETqXq8S-bZ.jpg,04/05/2021 21:50:29,político
210,Asunción,Porque CONMEBOL anunció la reprogramación de partidos de #Libertadores y #Sudamericana que debían disputarse en Colombia,https://t.co/zZAvNZ9QBJ,https://pbs.twimg.com/media/E0kzRfMXEAUSi34.jpg,04/05/2021 21:47:59,deportivo
211,ManchesterCity,Porque venció al PSG y clasificó a la final de la #UCL,https://t.co/CYhL94Kemh,https://pbs.twimg.com/media/E0knsQIXsAYAmVI.jpg,04/05/2021 20:57:21,deportivo
212,Lamentable,Por el tweet que publicó @SantiCafiero,https://t.co/XB7JlSqGYz,https://pbs.twimg.com/media/E0kjRB2XEAM8mvC.jpg,04/05/2021 20:38:01,político
213,Kansas,Por los reportes de una pelea en el restaurante #KansasAlRio,https://t.co/t1b4zbDde1,https://pbs.twimg.com/ext_tw_video_thumb/1389656845430792201/pu/img/hBXgDln9L8rxAWDV.jpg,04/05/2021 19:05:23,trágico
214,JuanBiden,Por las declaraciones de Alberto Fernández,https://t.co/Zvk82ZyYHO,https://pbs.twimg.com/ext_tw_video_thumb/1389656077357228038/pu/img/_pACzyLumDPXRbwp.jpg,04/05/2021 19:00:12,político
215,AitanaConIbai,Por la nueva edición de #CharlandoTranquilamente,https://t.co/x1gEOLv4Yg,https://pbs.twimg.com/media/E0kM4DiX0AEtnYE.jpg,04/05/2021 19:00:12,mediático
216,Corte,Porque informan que falló a favor de la Ciudad de Buenos Aires en la demanda contra el decreto que suspendió las clases presenciales,https://t.co/evb33tML0H,https://pbs.twimg.com/media/E0jtYy8XsAUjt-q.jpg,04/05/2021 16:42:37,político
217,ÁngelRomero,Porque informan que dio positivo de #COVID19 en un test rápido y espera el resultado del PCR para confirmar el diagnóstico,https://t.co/CLKedHBk42,https://pbs.twimg.com/media/E0jebFzXoAg4lTL.jpg,04/05/2021 15:37:14,covid
218,Independiente,Porque su delegación fue retenida en el Aeropuerto de Salvador antes del partido que jugará hoy contra Bahia por #Sudamericana,https://t.co/3rZjgUA0oo,https://pbs.twimg.com/media/E0jbzNCXEAMZM4y.png,04/05/2021 15:25:48,deportivo
219,MemorándumIrán,Porque Cristina Kirchner solicitó la nulidad de esa causa,https://t.co/axlTYzOLoh,https://pbs.twimg.com/media/E0jbpc3XoAIJ7dg.jpg,04/05/2021 15:25:07,político
220,CiudadMéxico,Porque informan que al menos 23 personas murieron tras el derrumbe de un puente del #MetroCDMX,https://t.co/CGUaU7SlNj,https://pbs.twimg.com/media/E0jMSkeWQAQS2_o.jpg,04/05/2021 14:18:01,trágico
221,MarceloBonelli,Porque informan que dio positivo de #COVID19,https://t.co/GAotrz0V5o,https://pbs.twimg.com/media/E0jMHUMWQAcE-f0.jpg,04/05/2021 14:17:15,covid
222,Mourinho,Porque será director técnico de la Roma desde la próxima temporada,https://t.co/OjusRZNfaQ,https://pbs.twimg.com/media/E0jI4qzXoAMCgxD.jpg,04/05/2021 14:03:08,deportivo
223,RominaMalaspina,Porque anunció que deja Canal 26,https://t.co/gq8vztZ2MV,https://pbs.twimg.com/media/E0jIvj8XoAEMBd1.jpg,04/05/2021 14:02:32,mediático
224,RodolfoGarcía,Porque informan que falleció a sus 75 años,https://t.co/Xg26Yy7vOY,https://pbs.twimg.com/media/E0jIqMaWEAAXYWm.jpg,04/05/2021 14:02:09,trágico
225,Leigh,Porque Leigh-Anne Pinnock anunció que está embarazada,https://t.co/sKlu9To7NX,https://pbs.twimg.com/media/E0jIlCxWQAYUyQE.jpg,04/05/2021 14:01:48,aislado
226,MayThe4thBeWithYou,Porque hoy es el #StarWarsDay,https://t.co/KzvOzai7KB,https://pbs.twimg.com/media/E0jIdBkWQAYZ792.jpg,04/05/2021 14:01:15,conmemorativo
227,LaNBA,Por su transmisión especial #ArenaOfHeroes en colaboración con Marvel,https://t.co/zksyS7u1eR,https://pbs.twimg.com/media/E0gXy3rVcAQw2b3.jpg,04/05/2021 1:51:41,deportivo
228,Coscu,Por el video que publicó,https://t.co/dytyklxDxq,https://pbs.twimg.com/media/E0ghUOQXoAEuvJW.jpg,04/05/2021 1:51:02,aislado
229,Andrada,Porque dio positivo de #COVID19,https://t.co/HjvLcLXHlO,https://pbs.twimg.com/media/EzYW7DaWEAA_7KI.jpg,04/05/2021 0:43:55,covid
230,Keynes,Por el tweet que publicó @Angelalerena,https://t.co/4Lkw1Q6BfV,https://pbs.twimg.com/media/E0gNfu1WYAEvf6_.jpg,04/05/2021 0:24:25,político
231,EDLP,Porque venció a Platense y avanzó a los cuartos de la #CopaDeLaLiga,https://t.co/YqloPMcDaP,https://pbs.twimg.com/media/E0f5_fLXMAAAW5O.jpg,03/05/2021 22:59:13,deportivo
232,PLOP,Por tweets que publicó @CFKArgentina,https://t.co/YqwByy7z5U,https://pbs.twimg.com/media/E0fwJ2_X0AMuo9d.png,03/05/2021 22:16:14,político
233,Magnin,Porque convirtió el gol para la victoria de Tigre ante Quilmes en la #PrimeraNacional,https://t.co/AWL1TqNNck,https://pbs.twimg.com/ext_tw_video_thumb/1389337313424125952/pu/img/z9UMquTKvy_ai7g2.jpg,03/05/2021 22:11:23,deportivo
234,Delbonis,Porque derrotó a Pablo Carreño Busta y avanzó a segunda ronda de #MMOPEN,https://t.co/pZFCRixipu,https://pbs.twimg.com/media/E0fqo32WYAAVEYg.jpg,03/05/2021 21:52:08,deportivo
235,BillGates,Porque Bill y Melinda Gates anunciaron su divorcio,https://t.co/V0Ak5f5jUP,https://pbs.twimg.com/media/E0fkZGSWUAEQ9cR.jpg,03/05/2021 21:24:51,aislado
236,Riestra,Porque venció a Chicago en la #PrimeraNacional,https://t.co/Pvo95YD0Tn,https://pbs.twimg.com/media/E0fUWQwX0AE0vh4.jpg,03/05/2021 20:14:44,deportivo
237,TrinidadPalermo,Porque informan que Diego Brancatelli fue internado en ese sanatorio por su cuadro de #COVID19,https://t.co/7HJrWStEib,https://pbs.twimg.com/media/EzrDHzhXEAc77sO.jpg,03/05/2021 19:31:44,covid
238,Página12,Por un artículo que publicó,https://t.co/wr592LwHGk,https://pbs.twimg.com/media/E0fH_Q0XMAMLGx8.jpg,03/05/2021 19:20:47,mediático
239,Ofensivo,Por el tweet que publicó @LANACION,https://t.co/vcdlq479wO,https://pbs.twimg.com/media/E0e5UQPX0AI1kym.jpg,03/05/2021 18:16:38,político
240,JoséAlbrecht,Porque informan que murió a sus 79 años,https://t.co/FsvdrG8zUQ,https://pbs.twimg.com/media/E0e5PpbXEAAzycR.jpg,03/05/2021 18:16:19,trágico
241,GerardoMorales,Porque informan que su esposa Tulia Snopek fue designada como directora suplente en YPF,https://t.co/JQVycCHZ7R,https://pbs.twimg.com/media/E0e3HGbXsAspjhE.png,03/05/2021 18:07:00,político
